episode,global_step,steps,reward,distance_m,load_dropped,robot_fallen,best_reward,is_best,curriculum_stage
1,18,18,-16.5116,0.0789,true,false,-16.5116,true,Stand
2,43,25,65.1337,0.7647,false,true,65.1337,true,Stand
3,55,12,-0.6120,0.0543,false,true,65.1337,false,Stand
4,82,27,27.3317,0.2276,false,true,65.1337,false,Stand
5,101,19,-25.5422,0.0045,false,true,65.1337,false,Stand
6,121,20,-38.3424,0.0381,true,false,65.1337,false,Stand
7,134,13,1.8852,0.0593,false,true,65.1337,false,Stand
8,147,13,2.2537,0.0758,false,true,65.1337,false,Stand
9,160,13,2.1780,0.1015,false,true,65.1337,false,Stand
10,186,26,-9.9424,0.1543,false,true,65.1337,false,Stand
11,213,27,-20.5383,0.0970,false,true,65.1337,false,Stand
12,236,23,-16.7544,0.0357,true,true,65.1337,false,Stand
13,260,24,-67.3613,0.0113,true,false,65.1337,false,Stand
14,289,29,-34.7862,0.0339,false,true,65.1337,false,Stand
15,322,33,-30.0522,0.1170,true,false,65.1337,false,Stand
16,353,31,-13.8348,0.1256,false,true,65.1337,false,Stand
17,377,24,8.7193,0.2058,false,true,65.1337,false,Stand
18,389,12,5.1974,0.0842,false,true,65.1337,false,Stand
19,410,21,20.0785,0.2059,false,true,65.1337,false,Stand
20,433,23,19.4656,0.2391,true,false,65.1337,false,Stand
21,459,26,44.2532,0.5820,true,false,65.1337,false,Stand
22,481,22,-10.7954,0.0760,true,false,65.1337,false,Stand
23,508,27,15.8191,0.1752,false,true,65.1337,false,Stand
24,540,32,-43.0944,0.0004,false,true,65.1337,false,Stand
25,563,23,25.0816,0.2969,true,false,65.1337,false,Stand
26,583,20,-22.7502,0.0312,true,false,65.1337,false,Stand
27,613,30,70.0553,0.6974,false,true,70.0553,true,Stand
28,626,13,8.0891,0.1256,false,true,70.0553,false,Stand
29,645,19,-0.0782,0.1100,false,true,70.0553,false,Stand
30,694,49,7.6464,0.3282,false,true,70.0553,false,Stand
31,719,25,-29.7044,0.0637,false,true,70.0553,false,Stand
32,739,20,42.7705,0.4358,true,false,70.0553,false,Stand
33,756,17,-1.7632,0.0540,true,false,70.0553,false,Stand
34,769,13,-3.7155,0.0087,false,true,70.0553,false,Stand
35,789,20,34.1108,0.3448,true,false,70.0553,false,Stand
36,806,17,-33.5585,0.0291,true,false,70.0553,false,Stand
37,823,17,15.6880,0.1914,false,true,70.0553,false,Stand
38,846,23,-20.0599,0.0477,false,true,70.0553,false,Stand
39,859,13,-2.1329,0.0378,false,true,70.0553,false,Stand
40,888,29,-11.9750,0.1002,false,true,70.0553,false,Stand
41,911,23,-6.4273,0.1303,false,true,70.0553,false,Stand
42,932,21,-11.5515,0.0466,true,false,70.0553,false,Stand
43,953,21,39.2145,0.4055,true,true,70.0553,false,Stand
44,971,18,17.4636,0.1793,false,true,70.0553,false,Stand
45,988,17,-8.5875,0.0564,false,true,70.0553,false,Stand
46,1010,22,-29.4391,0.0765,true,false,70.0553,false,Stand
47,1035,25,30.0944,0.3076,true,false,70.0553,false,Stand
48,1062,27,3.9730,0.1300,false,true,70.0553,false,Stand
49,1074,12,-2.2923,0.0193,false,true,70.0553,false,Stand
50,1086,12,-1.8219,0.0376,false,true,70.0553,false,Stand
51,1099,13,-6.4867,0.0061,false,true,70.0553,false,Stand
52,1121,22,31.6489,0.3310,false,true,70.0553,false,Stand
53,1140,19,35.1997,0.3410,false,true,70.0553,false,Stand
54,1159,19,-5.7318,0.1192,false,true,70.0553,false,Stand
55,1180,21,-27.2984,0.0321,true,false,70.0553,false,Stand
56,1194,14,-11.3426,0.0301,false,true,70.0553,false,Stand
57,1209,15,7.9502,0.1193,false,true,70.0553,false,Stand
58,1227,18,-20.7923,0.0101,true,false,70.0553,false,Stand
59,1245,18,-8.2645,0.0403,true,false,70.0553,false,Stand
60,1261,16,-28.1620,0.0662,true,false,70.0553,false,Stand
61,1286,25,32.6880,0.3039,false,true,70.0553,false,Stand
62,1310,24,19.0766,0.2087,true,false,70.0553,false,Stand
